price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age
4200,chrysler,towncountry,good,6 cylinders,gas,107000.0,clean,automatic,2A4RR2D10AR391227,fwd,mini-van,silver,11.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0
8700,bmw,328i,good,6 cylinders,gas,87700.0,rebuilt,automatic,WBAWR33598P154473,rwd,convertible,grey,13.0
3800,toyota,prius,good,4 cylinders,hybrid,255000.0,clean,automatic,JTDKB20UX57020904,fwd,hatchback,blue,16.0
22250,nissan,leafsvplushatchback4d,excellent,other,electric,16450.0,clean,automatic,1N4BZ1CP6KC313090,fwd,hatchback,white,2.0
16988,ram,promastercitycargovan,good,4 cylinders,gas,89068.0,clean,automatic,ZFBERFAB1H6D84092,fwd,van,white,4.0
19900,chevrolet,colorado,excellent,4 cylinders,gas,77495.0,clean,automatic,1GCHSBEA7G1210089,rwd,truck,red,5.0
5995,hyundai,tucsonse,good,6 cylinders,gas,134533.0,clean,automatic,KM8JN12D17U522386,fwd,SUV,silver,14.0
13950,honda,pilot,excellent,6 cylinders,gas,152450.0,clean,manual,5FNYF4H69CB002708,4wd,SUV,blue,9.0
11990,dodge,charger,excellent,8 cylinders,gas,136095.0,clean,automatic,2C3CDXAT5EH198939,rwd,sedan,white,7.0
36990,ford,f150supercrewcabxlt,good,6 cylinders,other,15443.0,clean,automatic,1FTEW1EG9HFC85502,4wd,pickup,red,4.0
43990,dodge,challengerrtscatpack,good,8 cylinders,diesel,868.0,clean,other,2C3CDZFJ9KH508878,rwd,coupe,yellow,2.0
43990,ram,1500crewcabbighorn,good,8 cylinders,gas,17352.0,clean,other,1C6SRFFT7KN755503,4wd,pickup,black,2.0
52900,gmc,sierra2500hd,excellent,8 cylinders,diesel,104000.0,clean,automatic,1GT12UE88GF101539,4wd,truck,black,5.0
3900,toyota,camry,good,4 cylinders,gas,225661.0,clean,automatic,4T1BE32K65U526591,fwd,sedan,blue,16.0
30990,lincoln,continentalselectsedan,good,6 cylinders,gas,25786.0,clean,other,1LN6L9SK1K5600547,fwd,sedan,silver,2.0
16995,chevrolet,camaro,excellent,6 cylinders,gas,87392.0,clean,automatic,2G1FB1E3XD9159433,rwd,coupe,red,8.0
35590,ford,mustangboss302coupe2d,good,8 cylinders,gas,33692.0,clean,other,1ZVBP8CU8D5249606,rwd,coupe,white,8.0
14900,ford,f250sd,good,8 cylinders,gas,149230.0,clean,automatic,1FDBF2A61CEC77748,rwd,truck,white,9.0
6200,toyota,rav4,fair,4 cylinders,gas,172000.0,clean,automatic,JTMBD31V185182072,4wd,SUV,white,13.0
27990,gmc,sierra2500hdextendedcab,good,8 cylinders,gas,68696.0,clean,other,1GT220CG8CZ231238,4wd,pickup,black,9.0
35590,dodge,challengersrt8coupe2d,good,8 cylinders,gas,16796.0,clean,other,2B3CJ7DJ7BH589702,rwd,coupe,green,10.0
13900,lexus,es350,excellent,6 cylinders,gas,62160.0,clean,automatic,JTHBJ46G092322381,fwd,sedan,black,12.0
4495,ford,taurus,good,6 cylinders,gas,106364.0,clean,automatic,1FAFP52UX3G113961,fwd,sedan,grey,18.0
6950,buick,lacrosse,good,6 cylinders,gas,81023.0,clean,automatic,2G4WD582981268820,fwd,other,blue,13.0
6495,chevrolet,cruze,excellent,4 cylinders,gas,150608.0,clean,automatic,1G1PH5SC3C7117751,fwd,sedan,white,9.0
31990,dodge,chargergtsedan4d,good,6 cylinders,other,10410.0,clean,other,2C3CDXHG7LH122869,rwd,sedan,white,1.0
28590,jeep,grandcherokeelaredosport,good,6 cylinders,gas,22898.0,clean,other,1C4RJFAG2JC333416,4wd,other,black,3.0
38990,ram,1500classiccrewcab,good,8 cylinders,other,6482.0,clean,other,1C6RR7KT9KS646990,4wd,pickup,white,2.0
4999,nissan,xterra,excellent,6 cylinders,gas,161000.0,clean,automatic,5N1AN08U26C551188,4wd,SUV,black,15.0
16995,toyota,camryhybridse,good,4 cylinders,electric,104263.0,clean,automatic,4T1BD1FK1GU191695,fwd,sedan,black,5.0
10988,hyundai,sonatagls,good,4 cylinders,gas,111195.0,clean,automatic,5NPEB4AC3EH905780,fwd,sedan,silver,7.0
51990,cadillac,escaladeesvpremium,good,8 cylinders,other,72367.0,clean,automatic,1GYS4JKJ6JR198941,4wd,SUV,black,3.0
8950,honda,odysseyexl,good,6 cylinders,gas,164406.0,clean,automatic,5FNRL5H6XBB060957,fwd,mini-van,grey,10.0
11990,chevrolet,silverado1500,good,8 cylinders,gas,146515.0,clean,automatic,1GCEK14058E126112,4wd,truck,white,13.0
33995,ford,f150lariatsupercrew4x4,excellent,8 cylinders,gas,102019.0,clean,automatic,1FTEW1EF7FKF09197,4wd,truck,white,6.0
11999,chrysler,townandcountry,good,6 cylinders,other,96589.0,clean,automatic,2C4RC1CG9DR759948,fwd,mini-van,silver,8.0
29990,jeep,wranglersportsuv2d,good,6 cylinders,gas,28680.0,clean,other,1C4AJWAG4HL704941,4wd,other,black,4.0
54995,mercedes-benz,gleclass,good,4 cylinders,gas,14426.0,clean,automatic,4JGFB4KB7LA079655,4wd,SUV,black,1.0
29990,jeep,wranglersportsuv2d,good,6 cylinders,gas,28680.0,clean,other,1C4AJWAG4HL704941,4wd,other,black,4.0
19900,toyota,camry,good,4 cylinders,gas,55292.0,clean,automatic,4T1B11HK4KU219844,fwd,sedan,grey,2.0
29900,chevrolet,silverado1500,excellent,8 cylinders,gas,121317.0,clean,automatic,1GCVKREC8JZ171843,4wd,truck,silver,3.0
9995,volkswagen,jetta14turbo,excellent,4 cylinders,gas,102000.0,clean,automatic,3VW267AJ1GM260984,fwd,sedan,silver,5.0
9995,chevrolet,s10pickup,good,6 cylinders,gas,181538.0,clean,automatic,1GCDT13W92K120840,4wd,truck,custom,19.0
6490,hyundai,velosterbase3drcoupe,excellent,4 cylinders,gas,106804.0,clean,automatic,KMHTC6AD2DU088973,fwd,coupe,red,8.0
30750,lexus,gx460luxury,like new,8 cylinders,gas,99500.0,clean,automatic,JTJBM7FX2F5104511,4wd,SUV,silver,6.0
8950,honda,crvexfwd,excellent,4 cylinders,gas,209745.0,clean,automatic,3CZRE38559G703428,fwd,SUV,red,12.0
18499,chevrolet,corvette,excellent,8 cylinders,gas,65719.0,clean,manual,1G1YY22G915104498,rwd,coupe,silver,20.0
28990,infiniti,q5030tluxesedan4d,good,6 cylinders,other,21812.0,clean,other,JN1EV7AP7LM205648,rwd,sedan,black,1.0
12999,mercedes-benz,cls550,excellent,8 cylinders,gas,85235.0,clean,automatic,WDDDJ72X07A082534,rwd,sedan,black,14.0
29990,ford,f150supercabxlpickup4d,good,6 cylinders,gas,44339.0,clean,other,1FTEX1EP3GFB52584,4wd,pickup,red,5.0
15900,ram,2500st4wd8bed,good,8 cylinders,gas,106166.0,clean,automatic,3C6LD5ATXCG245662,4wd,truck,white,9.0
14998,subaru,crosstreklimited,good,4 cylinders,gas,98772.0,clean,automatic,JF2GPAPC3F8269881,4wd,hatchback,grey,6.0
28950,ram,3500,good,8 cylinders,gas,102000.0,clean,automatic,3C63R3CJ3FG591137,4wd,truck,grey,6.0
33590,chevrolet,silverado1500double,good,6 cylinders,other,15591.0,clean,other,1GCRYAEH3LZ179610,4wd,pickup,white,1.0
5995,lexus,es300,good,6 cylinders,gas,162901.0,clean,automatic,JTHBF30G820040804,fwd,sedan,white,19.0
8750,subaru,impreza,like new,4 cylinders,gas,115190.0,clean,automatic,JF1GPAA60CH202402,4wd,SUV,blue,9.0
25990,dodge,challengerrtclassic,good,8 cylinders,gas,37374.0,clean,other,2C3CDYBT2EH136869,rwd,coupe,white,7.0
42900,ford,superdutyf250srw,excellent,8 cylinders,diesel,145000.0,clean,automatic,1FT7W2BT2DEB73222,4wd,truck,black,8.0
22500,dodge,durangolimited,excellent,6 cylinders,gas,89068.0,clean,automatic,1C4RDJDG1FC689997,4wd,pickup,silver,6.0
26900,cadillac,xt5luxurypremium,like new,6 cylinders,gas,19700.0,rebuilt,automatic,1GYKNERS4KZ173816,fwd,SUV,red,2.0
9750,gmc,canyon,excellent,4 cylinders,gas,157526.0,clean,automatic,1GTDT149778115343,4wd,truck,blue,14.0
21995,ford,transitcargovan,good,6 cylinders,other,76751.0,clean,automatic,1FTNR1ZM1FKA84916,rwd,van,white,6.0
2000,bmw,x3awd,excellent,6 cylinders,gas,143143.0,clean,automatic,WBXPA934X6WD25622,4wd,SUV,black,15.0
23900,chevrolet,corvette,like new,8 cylinders,gas,35500.0,clean,automatic,1G1YY32G645125092,rwd,convertible,silver,17.0
17590,lincoln,mkxsportutility4d,good,6 cylinders,gas,67477.0,clean,other,2LMDJ6JK3BBJ12276,fwd,other,white,10.0
38900,chevrolet,silverado2500hd,excellent,8 cylinders,diesel,132000.0,clean,automatic,1GC1KYC84CF110727,4wd,truck,silver,9.0
4995,ford,crownvictoria,good,8 cylinders,gas,112000.0,clean,automatic,2FABP7BV9BX180921,rwd,sedan,custom,10.0
28250,lexus,es,excellent,6 cylinders,gas,35632.0,clean,automatic,58ABK1GG0HU064561,fwd,sedan,black,4.0
26990,infiniti,qx6035sportutility,good,6 cylinders,gas,24374.0,clean,other,5N1AL0MN8GC521781,fwd,SUV,black,5.0
19990,chevrolet,silverado1500,like new,8 cylinders,gas,92482.0,clean,automatic,3GCPKREAXCG256998,4wd,pickup,silver,9.0
12900,mercedes-benz,benzc250,excellent,4 cylinders,gas,98541.0,clean,automatic,WDDGF4HB4ER309909,fwd,sedan,white,7.0
7499,audi,a4,excellent,4 cylinders,gas,108160.0,clean,manual,WAUBF78EX8A089918,fwd,sedan,black,13.0
9950,nissan,altima,good,6 cylinders,gas,82708.0,clean,automatic,1N4BL2AP0CN418174,fwd,sedan,white,9.0
13988,toyota,priuschybrid,excellent,4 cylinders,hybrid,44789.0,clean,automatic,JTDKDTB34D1042340,fwd,hatchback,grey,8.0
23990,mitsubishi,outlandergtsport,good,6 cylinders,gas,20657.0,clean,other,JA4JZ4AX9KZ001881,4wd,SUV,brown,2.0
8995,jeep,compass,excellent,4 cylinders,gas,90867.0,clean,automatic,1C4NJDEB2CD637957,4wd,SUV,white,9.0
4995,bmw,3series,excellent,6 cylinders,gas,133568.0,clean,automatic,WBAVA37518NL44941,rwd,sedan,grey,13.0
6500,toyota,corolla,good,4 cylinders,gas,89443.0,clean,manual,1NXBR32E77Z930369,rwd,sedan,grey,14.0
33900,ram,1500bighorn,excellent,6 cylinders,gas,53780.0,clean,automatic,1C6RR7LG5HS810570,4wd,truck,white,4.0
12950,jeep,libertysport4wd,excellent,6 cylinders,gas,57000.0,clean,automatic,1C4PJMAK4CW159110,4wd,SUV,green,9.0
11995,toyota,corolla,excellent,4 cylinders,gas,64218.0,clean,automatic,5YFBPRHE8EP107612,fwd,sedan,white,7.0
9950,chevrolet,equinox,excellent,4 cylinders,gas,120148.0,clean,automatic,2GNALBEK1C1197343,fwd,SUV,grey,9.0
8450,nissan,murano,excellent,6 cylinders,gas,153004.0,clean,automatic,JN8AZ18W19W148939,4wd,SUV,brown,12.0
39590,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,1419.0,clean,other,1FA6P8CF5L5136223,rwd,coupe,white,1.0
41990,lincoln,continentalreserve,good,6 cylinders,gas,9345.0,clean,other,1LN6L9RP8K5604130,fwd,sedan,blue,2.0
37990,chevrolet,camarosscoupe2d,good,8 cylinders,gas,9704.0,clean,other,1G1FF1R79G0140582,rwd,coupe,red,5.0
7995,toyota,prius,like new,4 cylinders,hybrid,138750.0,clean,automatic,JTDKN3DUXD5548413,fwd,hatchback,white,8.0
40990,jeep,wranglerunlimitedallnew,good,6 cylinders,gas,27605.0,clean,other,1C4HJXEG8JW115524,4wd,SUV,white,3.0
39990,ram,1500crewcablaramiepickup,good,8 cylinders,gas,53392.0,clean,other,1C6SRFRT8KN680340,4wd,pickup,green,2.0
9490,toyota,corolla,good,4 cylinders,gas,148587.0,clean,automatic,2T1BU40E69C009742,fwd,sedan,black,12.0
13950,ram,pickup1500,excellent,8 cylinders,gas,150245.0,clean,automatic,1C6RR7FT8DS519905,4wd,truck,red,8.0
17990,mitsubishi,outlandergtsport,good,6 cylinders,gas,59014.0,clean,other,JA4JZ4AX3FZ014258,4wd,other,silver,6.0
26990,infiniti,q5030tluxesedan4d,good,6 cylinders,gas,28278.0,clean,other,JN1EV7AP2LM207324,rwd,sedan,white,1.0
5490,mazda,3,excellent,4 cylinders,gas,178000.0,clean,automatic,JM1BK32F171675849,fwd,sedan,silver,14.0
8950,bmw,328xiawd4wd,like new,6 cylinders,gas,77432.0,clean,automatic,WBAVC73527KP33546,4wd,sedan,blue,14.0
7250,lexus,es330,excellent,6 cylinders,gas,102503.0,clean,automatic,JTHBA30G645037808,fwd,sedan,black,17.0
3999,hyundai,sonata,like new,6 cylinders,gas,174000.0,clean,automatic,5NPEU46F88H317908,fwd,sedan,silver,13.0
22900,ford,edgeselawd,excellent,6 cylinders,gas,78000.0,clean,automatic,2FMPK4K81GBB11180,4wd,SUV,grey,5.0
72599,lincoln,navigator,excellent,6 cylinders,gas,32191.0,clean,automatic,5LMJJ3LT2LEL07436,4wd,SUV,black,1.0
8999,bmw,x3xdrive28i,like new,6 cylinders,gas,88480.0,clean,automatic,WBXPA93416WG76032,4wd,SUV,blue,15.0
17995,chevrolet,expresspassenger,good,8 cylinders,gas,73255.0,clean,automatic,1GAZG1FG3D1134992,rwd,van,silver,8.0
7995,honda,odyssey,excellent,6 cylinders,gas,137781.0,clean,automatic,5FNRL38779B011478,fwd,mini-van,grey,12.0
9850,volkswagen,jetta,good,4 cylinders,gas,85155.0,clean,other,3VW4A7AJ5DM415359,fwd,sedan,black,8.0
13999,ford,ranger,excellent,6 cylinders,gas,145312.0,clean,manual,1FTZR15E36PA90381,4wd,pickup,grey,15.0
10999,ram,1500slt,excellent,6 cylinders,gas,123652.0,clean,automatic,1D7HA16K48J241828,rwd,pickup,blue,13.0
8950,jeep,patriot,excellent,4 cylinders,gas,139449.0,clean,automatic,1J4FT28BX9D240336,fwd,SUV,white,12.0
7999,honda,crvex4wd,excellent,4 cylinders,gas,65000.0,clean,automatic,JHLRE485X8C034072,4wd,SUV,blue,13.0
12996,toyota,tacoma4x4,good,4 cylinders,gas,159369.0,clean,automatic,5TEHN72NX3Z303572,fwd,pickup,red,18.0
8248,ford,edge,excellent,6 cylinders,gas,79572.0,clean,automatic,2FMDK36C68BB09406,fwd,sedan,silver,13.0
26590,infiniti,gg37convertible2d,good,6 cylinders,gas,38468.0,clean,automatic,JN1CV6FEXDM771605,rwd,other,black,8.0
34990,jeep,grandcherokeetrailhawk,good,6 cylinders,gas,37509.0,clean,other,1C4RJFLG1JC138453,4wd,other,black,3.0
7995,toyota,rav4,good,4 cylinders,gas,170941.0,clean,automatic,JTMZD33V685098700,fwd,SUV,custom,13.0
26990,infiniti,q5030tsportsedan4d,good,6 cylinders,other,38516.0,clean,other,JN1EV7AP8JM365311,rwd,sedan,black,3.0
29995,gmc,sierra2500hd,good,8 cylinders,gas,140005.0,clean,automatic,1GT12SEG9GF276801,4wd,truck,black,5.0
3999,nissan,versa,excellent,4 cylinders,gas,98080.0,clean,automatic,3N1CC1AP2AL391276,fwd,sedan,black,11.0
27675,hyundai,santafe,good,6 cylinders,gas,52891.0,clean,automatic,KM8SR4HF8JU280531,fwd,SUV,white,3.0
31590,ford,f150supercabxlpickup4d,good,6 cylinders,gas,18056.0,clean,automatic,1FTEX1EP0HFB02856,4wd,pickup,blue,4.0
31990,ram,1500quadcabharvestpickup,good,6 cylinders,gas,27426.0,clean,other,1C6RR7GG8JS247420,4wd,pickup,white,3.0
12985,audi,q5,excellent,6 cylinders,gas,89203.0,clean,automatic,WA1LKAFP9AA067896,4wd,SUV,silver,11.0
34590,ford,mustanggtpremium,good,8 cylinders,gas,30970.0,clean,other,1FATP8FF6F5341651,rwd,other,white,6.0
3998,toyota,corolla,excellent,4 cylinders,gas,273000.0,clean,manual,1NXBR32E07Z919035,fwd,sedan,silver,14.0
42990,toyota,tundracrewmaxlimited,good,8 cylinders,gas,36165.0,clean,automatic,5TFHY5F13HX607828,4wd,pickup,white,4.0
20977,gmc,sierra1500sle,good,8 cylinders,other,91061.0,clean,automatic,3GTP2VE71CG177023,4wd,pickup,black,9.0
10999,ford,fusionsehybrid,new,6 cylinders,hybrid,117881.0,clean,automatic,3FA6P0LUXER198099,fwd,sedan,grey,7.0
14787,ford,policeinterceptorutility,good,6 cylinders,gas,73728.0,clean,automatic,1FM5K8AR1FGC27351,4wd,wagon,black,6.0
38990,ford,f150supercrewcablariat,good,6 cylinders,gas,47518.0,clean,other,1FTEW1EG3FKD27442,4wd,pickup,red,6.0
6995,hyundai,accent,good,4 cylinders,gas,123320.0,clean,automatic,KMHCT4AE2FU908954,fwd,sedan,white,6.0
9909,ford,flexsel,excellent,6 cylinders,gas,160952.0,clean,automatic,2FMDK52C59BA17724,fwd,wagon,black,12.0
12388,hyundai,elantrase,good,4 cylinders,gas,71745.0,clean,automatic,KMHDH4AE4GU531065,fwd,sedan,silver,5.0
6500,kia,soul,good,4 cylinders,gas,165438.0,clean,automatic,KNDJT2A23A7089594,fwd,hatchback,black,11.0
35597,ford,expedition,good,8 cylinders,gas,66135.0,clean,automatic,1FMJK1JT9HEA80406,4wd,SUV,white,4.0
17688,nissan,sentrasr,good,4 cylinders,gas,41458.0,clean,automatic,3N1AB7AP8KY298053,fwd,sedan,red,2.0
8995,chevrolet,impala,good,4 cylinders,gas,145309.0,clean,automatic,2G11X5SL6F9198160,fwd,sedan,blue,6.0
15495,chevrolet,corvette,good,8 cylinders,gas,140595.0,clean,automatic,1G1YY32G635103558,rwd,convertible,custom,18.0
11499,kia,soul,good,4 cylinders,gas,85578.0,clean,automatic,KNDJN2A2XG7378331,fwd,SUV,grey,5.0
2995,toyota,camry2001,good,4 cylinders,gas,165000.0,clean,manual,4T1BG22K01U028529,fwd,sedan,black,20.0
8499,subaru,forester25xlimited,excellent,4 cylinders,gas,100934.0,clean,automatic,JF2SH64679H775138,4wd,wagon,grey,12.0
7950,toyota,corollale,excellent,4 cylinders,gas,80000.0,clean,automatic,1NXBU4EE2AZ313615,fwd,sedan,brown,11.0
10950,bmw,328i,excellent,4 cylinders,gas,121700.0,clean,manual,WBA3A5C50CFJ89732,fwd,sedan,black,9.0
34998,ram,2500,excellent,8 cylinders,gas,44430.0,clean,automatic,3C6TD5HT4CG268943,4wd,truck,white,9.0
7995,honda,civic,excellent,4 cylinders,gas,103425.0,clean,automatic,2HGFA1F53BH501111,fwd,sedan,blue,10.0
6995,honda,accord,excellent,4 cylinders,gas,144885.0,clean,automatic,1HGCM56727A160339,fwd,sedan,silver,14.0
58988,ram,3500,excellent,6 cylinders,diesel,52673.0,clean,automatic,3C63R3EL1FG523143,4wd,truck,blue,6.0
4995,ford,fiesta,good,4 cylinders,gas,148000.0,clean,manual,3FADP4EJXBM144800,fwd,hatchback,silver,10.0
3995,hyundai,santafeseawd,like new,6 cylinders,gas,211800.0,clean,automatic,5NMSH73E38H154554,4wd,SUV,red,13.0
5850,hyundai,elantra,excellent,4 cylinders,gas,92578.0,clean,automatic,KMHDU4ADXAU866955,fwd,sedan,black,11.0
2900,nissan,altima,like new,4 cylinders,gas,176067.0,clean,automatic,1N4AL21E67C168452,rwd,sedan,white,14.0
15495,toyota,rav4,excellent,4 cylinders,gas,145002.0,clean,automatic,2T3WFREV4EW123546,fwd,SUV,custom,7.0
34950,lincoln,navigator,good,6 cylinders,gas,83170.0,clean,automatic,5LMJJ2JTXHEL01369,4wd,wagon,black,4.0
4999,jaguar,xj,good,8 cylinders,gas,101615.0,clean,automatic,SAJEA71C74SG01425,rwd,other,grey,17.0
36590,chevrolet,coloradocrewcabz71,good,6 cylinders,gas,28249.0,clean,other,1GCGTDEN8K1275615,4wd,pickup,blue,2.0
24999,ford,f150platinum,excellent,6 cylinders,gas,147540.0,clean,automatic,1FTFW1ET4EFA87827,4wd,pickup,grey,7.0
8500,mercedes-benz,cclass,excellent,6 cylinders,gas,121555.0,clean,automatic,WDDGF54X88F069504,rwd,sedan,black,13.0
12990,acura,rdx,good,4 cylinders,gas,109765.0,clean,automatic,5J8TB18279A007751,4wd,SUV,grey,12.0
5998,toyota,prius,excellent,4 cylinders,hybrid,105000.0,clean,automatic,JTDKB20UX77648173,fwd,sedan,green,14.0
6950,pontiac,g6,good,6 cylinders,gas,88093.0,clean,automatic,1G2ZH57N494111868,fwd,other,grey,12.0
34995,ford,f150,excellent,8 cylinders,gas,101194.0,clean,automatic,1FTEW1EF0HKD36030,4wd,truck,white,4.0
9399,bmw,750li,like new,8 cylinders,gas,71888.0,clean,automatic,WBAHN83518DT81093,rwd,sedan,white,13.0
18995,buick,encore,excellent,4 cylinders,gas,22906.0,clean,automatic,KL4CJBSB6JB511409,fwd,SUV,black,3.0
27950,chevrolet,silverado2500hd,good,8 cylinders,diesel,189136.0,clean,automatic,1GCHK53649F187098,4wd,truck,white,12.0
9999,honda,civiclx,excellent,4 cylinders,gas,56748.0,clean,automatic,2HGFG3B5XCH552350,fwd,sedan,grey,9.0
6995,jeep,grandcherokeelimited4x4,excellent,8 cylinders,gas,137795.0,clean,automatic,1J4HR58206C329584,4wd,SUV,red,15.0
32590,chevrolet,corvettecoupe2d,good,8 cylinders,gas,20420.0,clean,other,1G1YY25W995110249,rwd,coupe,silver,12.0
22900,jeep,grandcherokee,excellent,6 cylinders,gas,72000.0,clean,automatic,1C4RJFAG2GC365601,4wd,SUV,grey,5.0
6990,toyota,highlanderlimitedawd,excellent,6 cylinders,gas,199286.0,clean,automatic,JTEEP21A560161954,4wd,SUV,silver,15.0
14900,cadillac,srx,excellent,6 cylinders,gas,64059.0,clean,automatic,3GYFNAE34CS595270,fwd,SUV,grey,9.0
34900,ram,3500,excellent,6 cylinders,diesel,85622.0,clean,automatic,3C7WDTAL0CG222114,4wd,truck,white,9.0
37900,chevrolet,silverado1500,excellent,8 cylinders,gas,23000.0,clean,automatic,1GCVKREC7JZ106854,4wd,truck,black,3.0
34990,ford,f150supercrewcabxl,good,6 cylinders,gas,35965.0,clean,automatic,1FTEW1EP8JFB66460,4wd,pickup,red,3.0
13288,kia,optimalx,good,4 cylinders,gas,107305.0,clean,automatic,5XXGT4L31GG116061,fwd,sedan,black,5.0
13250,chevrolet,camaro,good,8 cylinders,gas,82740.0,clean,automatic,2G1FP22G322171704,rwd,coupe,blue,19.0
32995,ford,mustang,excellent,4 cylinders,gas,8997.0,clean,automatic,1FA6P8TH4L5120256,rwd,coupe,silver,1.0
30990,chevrolet,silverado1500double,good,8 cylinders,gas,61454.0,clean,other,1GCVKSEC7EZ367530,4wd,pickup,black,7.0
48590,mercedes-benz,mercedesamg,good,8 cylinders,gas,33133.0,clean,automatic,55SWF8GB8HU215068,rwd,sedan,black,4.0
42999,ford,superdutyf350srw,good,8 cylinders,diesel,169664.0,clean,automatic,1FT8W3BT1GEA70730,4wd,truck,white,5.0
8999,acura,tl,excellent,6 cylinders,gas,144360.0,clean,automatic,19UUA66208A019147,fwd,sedan,white,13.0
54900,mercedes-benz,slcclassamg,excellent,6 cylinders,gas,3300.0,clean,automatic,WDDPK6GA6JF150077,rwd,convertible,grey,3.0
7200,buick,lucernecx,excellent,6 cylinders,gas,94071.0,clean,automatic,1G4HA5EM2BU125324,fwd,sedan,blue,10.0
33990,ford,mustanggtcoupe2d,good,8 cylinders,gas,23720.0,clean,other,1FA6P8CF2J5107386,rwd,coupe,blue,3.0
17600,ford,econolinee450cutaway,excellent,8 cylinders,gas,106350.0,clean,automatic,1FDXE4FL9DDA44145,rwd,van,white,8.0
12999,nissan,altima,excellent,4 cylinders,gas,53053.0,clean,automatic,1N4AL3AP1DC129593,fwd,sedan,custom,8.0
31990,chrysler,pacificahybridlimited,good,6 cylinders,hybrid,25101.0,clean,other,2C4RC1N73JR213395,fwd,van,black,3.0
38590,lincoln,continentalsedan4d,good,6 cylinders,gas,1772.0,clean,other,1LN6L9UK4L5602632,fwd,sedan,black,1.0
34990,chevrolet,corvettecoupe2d,good,8 cylinders,gas,19502.0,clean,other,1G1YF2DW0A5100804,rwd,coupe,blue,11.0
6575,chevrolet,uplander,good,6 cylinders,gas,112543.0,clean,automatic,1GNDX33L36D185593,fwd,van,white,15.0
8995,toyota,corolla,excellent,4 cylinders,gas,101908.0,clean,automatic,1NXBU4EE6AZ368780,fwd,sedan,black,11.0
25990,ford,mustanggtpremium,good,8 cylinders,gas,24122.0,clean,other,1ZVBP8FFXB5151039,rwd,other,blue,10.0
51750,ford,superdutyf350drw,good,8 cylinders,diesel,45073.0,clean,automatic,1FD8X3HT1KEC30033,4wd,truck,white,2.0
49900,ford,f550superduty,like new,8 cylinders,diesel,100000.0,clean,automatic,1FD0W5HT2JEB92810,4wd,truck,white,3.0
9995,chevrolet,traverse,excellent,6 cylinders,gas,128143.0,clean,automatic,1GNKVGEDXBJ315648,4wd,SUV,white,10.0
2900,bmw,5series530i,excellent,6 cylinders,gas,249235.0,clean,automatic,WBADT63473CK42861,rwd,sedan,black,18.0
14999,nissan,rogue,excellent,4 cylinders,gas,91475.0,clean,automatic,5N1AT2MV3FC786134,4wd,SUV,white,6.0
24990,gmc,sierra1500extendedcabsle,good,8 cylinders,gas,70559.0,clean,other,1GTR2VE73DZ402410,4wd,pickup,black,8.0
30590,dodge,challengerrtcoupe2d,good,8 cylinders,gas,5937.0,clean,other,2C3CDZBT2GH316605,rwd,coupe,black,5.0
13995,mercedes-benz,cclass,excellent,4 cylinders,gas,98935.0,clean,automatic,WDDGF4HB4CA612460,rwd,sedan,grey,9.0
6500,honda,accord,excellent,4 cylinders,gas,61422.0,clean,automatic,1HGCM56693A099783,fwd,sedan,green,18.0
32990,jeep,wranglerunlimitedsport,good,6 cylinders,gas,30041.0,clean,other,1C4BJWDG5HL705371,4wd,other,silver,4.0
